concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_faixa;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,401;-14,670395;-40,476896;777,500;-14,670605;-40,477798
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,501;-14,670605;-40,477798;777,600;-14,670809;-40,478700
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,601;-14,670809;-40,478700;777,700;-14,671002;-40,479602
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,701;-14,671002;-40,479602;777,800;-14,671199;-40,480521
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,801;-14,671199;-40,480521;777,900;-14,671410;-40,481432
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;777,901;-14,671410;-40,481432;778,000;-14,671682;-40,482142
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,101;-14,803096;-40,779820;813,200;-14,803525;-40,780639
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,201;-14,803525;-40,780639;813,300;-14,803958;-40,781457
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,301;-14,803958;-40,781457;813,400;-14,804401;-40,782266
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,401;-14,804401;-40,782266;813,500;-14,804793;-40,783076
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,501;-14,804793;-40,783076;813,600;-14,805230;-40,783887
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,601;-14,805230;-40,783887;813,700;-14,805663;-40,784688
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,701;-14,805663;-40,784688;813,800;-14,806087;-40,785509
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,801;-14,806087;-40,785509;813,900;-14,806535;-40,786319
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;813,901;-14,806535;-40,786319;814,000;-14,806953;-40,787140
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,001;-14,806953;-40,787140;814,100;-14,807354;-40,787984
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,101;-14,807354;-40,787984;814,200;-14,807796;-40,788802
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,201;-14,807796;-40,788802;814,300;-14,808242;-40,789600
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,301;-14,808242;-40,789600;814,400;-14,808661;-40,790417
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,401;-14,808661;-40,790417;814,500;-14,809103;-40,791223
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,501;-14,809103;-40,791223;814,600;-14,809532;-40,792037
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,601;-14,809532;-40,792037;814,700;-14,809938;-40,792851
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,701;-14,809938;-40,792851;814,800;-14,810355;-40,793675
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,801;-14,810355;-40,793675;814,900;-14,810782;-40,794475
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;814,901;-14,810782;-40,794475;815,000;-14,811202;-40,795294
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;815,001;-14,811202;-40,795294;815,100;-14,811629;-40,796114
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;815,101;-14,811629;-40,796114;815,200;-14,812049;-40,796930
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;815,201;-14,812049;-40,796930;815,300;-14,812570;-40,797690
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;832,951;-14,932681;-40,888692;833,050;-14,933416;-40,889220
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,051;-14,933416;-40,889220;833,150;-14,934202;-40,889714
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,151;-14,934202;-40,889714;833,250;-14,934960;-40,890176
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,251;-14,934960;-40,890176;833,350;-14,935732;-40,890665
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,351;-14,935732;-40,890665;833,450;-14,936502;-40,891169
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,451;-14,936502;-40,891169;833,550;-14,937277;-40,891655
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,551;-14,937277;-40,891655;833,650;-14,938041;-40,892140
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,651;-14,938041;-40,892140;833,750;-14,938816;-40,892614
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,751;-14,938816;-40,892614;833,850;-14,939600;-40,893068
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;833,851;-14,939600;-40,893068;833,950;-14,939892;-40,893098
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;869,601;-15,203756;-41,083558;869,700;-15,204497;-41,084100
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;869,701;-15,204497;-41,084100;869,800;-15,205230;-41,084571
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;869,801;-15,205230;-41,084571;869,900;-15,206026;-41,085086
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;869,901;-15,206026;-41,085086;870,000;-15,207119;-41,085733
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;885,501;-15,328768;-41,156313;885,600;-15,329591;-41,156791
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;885,601;-15,329591;-41,156791;885,700;-15,330328;-41,157179
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;885,701;-15,330328;-41,157179;885,800;-15,330814;-41,157415
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;908,551;-15,503092;-41,235450;908,650;-15,503988;-41,235492
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;908,651;-15,503988;-41,235492;908,750;-15,504899;-41,235504
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;908,751;-15,504899;-41,235504;908,850;-15,505809;-41,235539
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;908,851;-15,505809;-41,235539;908,950;-15,506723;-41,235548
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;908,951;-15,506723;-41,235548;909,050;-15,507572;-41,235565
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Faixa de segurança;909,051;-15,507572;-41,235565;909,150;-15,507872;-41,235525
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;428,801;-12,288047;-39,003472;428,900;-12,288191;-39,004341
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;428,901;-12,288191;-39,004341;429,000;-12,288277;-39,005267
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;429,001;-12,288277;-39,005267;429,100;-12,288335;-39,006215
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;429,101;-12,288335;-39,006215;429,200;-12,288395;-39,007140
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;429,201;-12,288395;-39,007140;429,300;-12,288390;-39,008272
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;430,501;-12,290164;-39,018420;430,600;-12,290583;-39,019269
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;430,601;-12,290583;-39,019269;430,700;-12,290942;-39,020102
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;430,701;-12,290942;-39,020102;430,800;-12,291344;-39,020966
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;430,801;-12,291344;-39,020966;430,900;-12,291825;-39,022114
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;447,901;-12,386222;-39,137542;448,000;-12,386681;-39,138348
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,001;-12,386681;-39,138348;448,100;-12,387116;-39,139147
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,101;-12,387116;-39,139147;448,200;-12,387565;-39,139940
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,201;-12,387565;-39,139940;448,300;-12,388045;-39,140743
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,301;-12,388045;-39,140743;448,400;-12,388482;-39,141545
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,401;-12,388482;-39,141545;448,500;-12,388956;-39,142319
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,501;-12,388956;-39,142319;448,600;-12,389397;-39,143131
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,601;-12,389397;-39,143131;448,700;-12,389828;-39,143947
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,701;-12,389828;-39,143947;448,800;-12,390266;-39,144770
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;448,801;-12,390266;-39,144770;448,900;-12,390618;-39,145621
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;460,601;-12,444289;-39,237603;460,700;-12,444696;-39,238477
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;460,701;-12,444696;-39,238477;460,800;-12,445077;-39,239300
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;460,801;-12,445077;-39,239300;460,900;-12,445503;-39,240155
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;460,901;-12,445503;-39,240155;461,000;-12,445921;-39,241021
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,001;-12,445921;-39,241021;461,100;-12,446323;-39,241835
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,101;-12,446323;-39,241835;461,200;-12,446913;-39,242654
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,201;-12,446913;-39,242654;461,300;-12,447161;-39,243507
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,301;-12,447161;-39,243507;461,400;-12,447571;-39,244347
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,401;-12,447571;-39,244347;461,500;-12,447966;-39,245200
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,501;-12,447966;-39,245200;461,600;-12,448405;-39,246036
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,601;-12,448405;-39,246036;461,700;-12,448810;-39,246877
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,701;-12,448810;-39,246877;461,800;-12,449221;-39,247719
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;461,801;-12,449221;-39,247719;461,900;-12,449775;-39,248777
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;465,801;-12,465494;-39,280344;465,900;-12,465908;-39,281156
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;465,901;-12,465908;-39,281156;466,000;-12,466312;-39,281970
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;466,001;-12,466312;-39,281970;466,100;-12,466740;-39,282847
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;466,101;-12,466740;-39,282847;466,200;-12,467278;-39,283928
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;474,701;-12,501056;-39,352178;474,800;-12,501597;-39,353225
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;484,501;-12,541739;-39,434619;484,600;-12,542167;-39,435477
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;484,601;-12,542167;-39,435477;484,700;-12,542725;-39,436210
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;484,701;-12,542725;-39,436210;484,800;-12,543122;-39,437027
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;484,801;-12,543122;-39,437027;484,900;-12,543521;-39,437849
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;484,901;-12,543521;-39,437849;485,000;-12,543931;-39,438716
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;485,001;-12,543931;-39,438716;485,100;-12,544432;-39,439876
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;494,601;-12,581259;-39,517103;494,700;-12,581569;-39,517973
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;494,701;-12,581569;-39,517973;494,800;-12,581939;-39,518837
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;494,801;-12,581939;-39,518837;494,900;-12,582379;-39,519646
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;494,901;-12,582379;-39,519646;495,000;-12,582919;-39,520461
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,301;-12,693450;-39,697649;518,400;-12,693923;-39,698416
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,401;-12,693923;-39,698416;518,500;-12,694293;-39,699261
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,501;-12,694293;-39,699261;518,600;-12,694664;-39,700102
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,601;-12,694664;-39,700102;518,700;-12,695029;-39,700940
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,701;-12,695029;-39,700940;518,800;-12,695433;-39,701777
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,801;-12,695433;-39,701777;518,900;-12,695853;-39,702606
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;518,901;-12,695853;-39,702606;519,000;-12,696247;-39,703447
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;519,001;-12,696247;-39,703447;519,100;-12,696644;-39,704277
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;519,101;-12,696644;-39,704277;519,200;-12,697086;-39,705090
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;519,201;-12,697086;-39,705090;519,300;-12,697517;-39,705922
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;519,301;-12,697517;-39,705922;519,400;-12,697935;-39,706816
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;519,401;-12,697935;-39,706816;519,500;-12,698442;-39,707761
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;534,301;-12,774742;-39,813289;534,400;-12,775510;-39,813797
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;534,401;-12,775510;-39,813797;534,500;-12,776413;-39,814380
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;534,501;-12,776413;-39,814380;534,600;-12,777025;-39,814642
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;545,901;-12,868098;-39,855520;546,000;-12,868956;-39,855715
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,001;-12,868956;-39,855715;546,100;-12,869831;-39,855884
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,101;-12,869831;-39,855884;546,200;-12,870771;-39,856038
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,201;-12,870771;-39,856038;546,300;-12,871728;-39,856197
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,301;-12,871728;-39,856197;546,400;-12,872620;-39,856373
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,401;-12,872620;-39,856373;546,500;-12,873522;-39,856517
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,501;-12,873522;-39,856517;546,600;-12,874479;-39,856717
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,601;-12,874479;-39,856717;546,700;-12,875244;-39,856861
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,701;-12,875244;-39,856861;546,800;-12,876072;-39,857032
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,801;-12,876072;-39,857032;546,900;-12,877021;-39,857190
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;546,901;-12,877021;-39,857190;547,000;-12,877820;-39,857343
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;560,601;-12,965867;-39,929509;560,700;-12,966596;-39,930100
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;560,701;-12,966596;-39,930100;560,800;-12,967345;-39,930698
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;560,801;-12,967345;-39,930698;560,900;-12,968089;-39,931305
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;560,901;-12,968089;-39,931305;561,000;-12,968753;-39,931827
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;561,001;-12,968753;-39,931827;561,100;-12,969214;-39,932056
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,101;-13,071459;-39,960947;574,200;-13,072414;-39,961000
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,201;-13,072414;-39,961000;574,300;-13,073324;-39,961051
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,301;-13,073324;-39,961051;574,400;-13,074257;-39,961137
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,401;-13,074257;-39,961137;574,500;-13,075238;-39,961237
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,501;-13,075238;-39,961237;574,600;-13,076148;-39,961278
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,601;-13,076148;-39,961278;574,700;-13,077003;-39,961345
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,701;-13,077003;-39,961345;574,800;-13,077871;-39,961459
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,801;-13,077871;-39,961459;574,900;-13,078671;-39,961541
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;574,901;-13,078671;-39,961541;575,000;-13,079608;-39,961613
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;575,001;-13,079608;-39,961613;575,100;-13,080508;-39,961732
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;575,101;-13,080508;-39,961732;575,200;-13,081554;-39,961851
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;575,201;-13,081554;-39,961851;575,300;-13,082293;-39,961950
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;575,301;-13,082293;-39,961950;575,400;-13,083361;-39,962108
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;580,701;-13,104756;-39,988131;580,800;-13,104670;-39,989081
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;580,801;-13,104670;-39,989081;580,900;-13,104664;-39,989986
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;580,901;-13,104664;-39,989986;581,000;-13,104636;-39,991018
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;581,001;-13,104636;-39,991018;581,100;-13,104574;-39,992172
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;628,201;-13,479698;-40,041563;628,300;-13,480474;-40,041972
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;628,301;-13,480474;-40,041972;628,400;-13,481343;-40,042310
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;628,401;-13,481343;-40,042310;628,500;-13,482214;-40,042747
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;628,501;-13,482214;-40,042747;628,600;-13,482797;-40,043067
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;631,601;-13,508223;-40,054231;631,700;-13,509044;-40,054487
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;631,701;-13,509044;-40,054487;631,800;-13,509899;-40,054832
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;631,801;-13,509899;-40,054832;631,900;-13,510751;-40,055210
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;631,901;-13,510751;-40,055210;632,000;-13,511725;-40,055641
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,001;-13,511725;-40,055641;632,100;-13,512602;-40,056001
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,101;-13,512602;-40,056001;632,200;-13,513417;-40,056395
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,201;-13,513417;-40,056395;632,300;-13,514266;-40,056759
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,301;-13,514266;-40,056759;632,400;-13,515115;-40,057106
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,401;-13,515115;-40,057106;632,500;-13,515951;-40,057475
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,501;-13,515951;-40,057475;632,600;-13,516774;-40,057852
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,601;-13,516774;-40,057852;632,700;-13,517594;-40,058211
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,701;-13,517594;-40,058211;632,800;-13,518393;-40,058537
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,801;-13,518393;-40,058537;632,900;-13,519210;-40,058938
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;632,901;-13,519210;-40,058938;633,000;-13,520038;-40,059258
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;633,001;-13,520038;-40,059258;633,100;-13,520912;-40,059668
VIA BAHIA;2003;BR-116/BA;Marginal;Decrescente;Faixa de segurança;633,101;-13,520912;-40,059668;633,200;-13,521751;-40,060124
